studentId,subjectId,grade_level,attendance_rate_30d,attendance_rate_90d,homework_completion_rate,avg_score_current_term,avg_score_prev_term,score_trend,engagement_score,behavior_concerns_count,predictedScore,predictedGradeBand
STU-2026-0315,SUB-ENG,10,1.0,0.9811,1.0,73.84,68.71,0.1075,67.58,0,69.0,C
STU-2026-0316,SUB-ENG,10,0.3761,0.4891,0.2744,43.76,69.56,-0.2483,15.0,4,46.21,F
STU-2026-0317,SUB-ENG,10,0.9693,0.9346,0.9191,86.22,84.83,0.0269,78.93,0,83.97,A
STU-2026-0318,SUB-ENG,10,0.9324,0.9506,0.9357,91.7,98.6,0.0296,86.8,0,89.38,A
STU-2026-0319,SUB-ENG,10,0.7859,0.8137,0.673,66.18,69.21,0.1362,64.99,1,64.48,C
STU-2026-0320,SUB-ENG,10,0.5868,0.6882,0.268,21.25,43.85,-0.3753,15.0,3,20.73,F
STU-2026-0321,SUB-ENG,10,0.9353,0.9292,0.8623,80.09,77.82,0.1278,91.0,0,74.99,B
STU-2026-0322,SUB-ENG,10,1.0,0.9745,0.8867,81.71,83.77,0.117,92.66,0,76.95,B
STU-2026-0323,SUB-ENG,10,0.9826,0.9987,0.8747,71.55,73.68,0.0189,91.09,1,64.58,C
STU-2026-0324,SUB-ENG,10,0.9321,0.8656,0.8667,80.32,91.39,0.072,83.26,0,75.71,B
STU-2026-0325,SUB-ENG,10,0.9518,0.9618,0.8799,71.04,73.99,0.0261,90.34,0,68.09,C
STU-2026-0326,SUB-ENG,10,0.9485,0.9389,0.8337,75.28,86.25,0.1138,73.19,0,71.9,B
STU-2026-0327,SUB-ENG,10,0.9093,0.9,0.8923,83.52,82.85,0.04,75.51,0,75.73,B
STU-2026-0328,SUB-ENG,10,0.9464,0.9362,0.8622,74.37,74.19,0.1554,75.45,0,72.83,B
STU-2026-0329,SUB-ENG,10,0.9543,0.9567,0.8684,88.1,80.21,0.0364,80.4,1,79.77,B
STU-2026-0330,SUB-ENG,10,0.9361,0.989,0.9447,70.79,73.88,-0.0306,81.08,0,71.56,B
STU-2026-0331,SUB-ENG,10,0.9918,0.9885,0.8907,73.45,72.26,0.1051,92.47,1,70.42,B
STU-2026-0332,SUB-ENG,10,0.9492,0.9993,0.8781,76.0,75.68,-0.016,82.08,1,69.55,C
STU-2026-0333,SUB-ENG,10,0.8823,0.8595,0.8131,83.01,76.68,-0.0522,83.17,1,77.77,B
STU-2026-0334,SUB-ENG,10,0.9249,0.9633,0.9306,89.57,85.87,0.0673,81.89,0,84.03,A
STU-2026-0335,SUB-ENG,10,0.9505,0.981,0.8506,72.6,77.28,0.0196,85.09,0,69.53,C
STU-2026-0336,SUB-ENG,10,0.902,0.9405,0.915,83.83,76.64,0.0985,88.36,1,75.39,B
STU-2026-0337,SUB-ENG,10,0.9494,0.95,0.922,70.28,72.47,0.022,90.86,0,70.82,B
STU-2026-0338,SUB-ENG,10,0.9257,0.9373,0.8167,80.91,76.45,0.1166,94.21,0,79.93,B
STU-2026-0339,SUB-ENG,10,0.8376,0.8217,0.8418,55.67,50.78,0.0847,70.11,1,51.2,D
STU-2026-0340,SUB-ENG,10,0.798,0.8298,0.8723,80.69,77.95,-0.0273,74.93,2,75.71,B
STU-2026-0341,SUB-ENG,10,0.8466,0.8077,0.7328,68.9,73.79,0.0675,74.93,1,66.76,C
STU-2026-0342,SUB-ENG,10,1.0,0.9626,0.8565,83.92,84.93,0.0902,85.59,1,78.18,B
STU-2026-0343,SUB-ENG,10,0.5932,0.6411,0.3075,39.31,56.13,-0.5302,20.47,3,37.8,F
STU-2026-0344,SUB-ENG,10,0.9668,0.949,0.8856,65.76,67.41,0.0244,69.12,1,63.5,C
STU-2026-0345,SUB-ENG,10,0.9189,0.9426,0.9575,68.95,73.57,0.0451,80.15,0,68.75,C
STU-2026-0346,SUB-ENG,10,0.9808,0.9739,0.927,69.04,73.03,0.024,79.54,0,64.6,C
STU-2026-0347,SUB-ENG,10,0.9727,0.9681,0.8973,81.08,84.91,0.1247,88.76,1,83.09,A
STU-2026-0348,SUB-ENG,10,0.9425,0.9143,1.0,69.71,78.75,0.088,88.75,0,72.04,B
STU-2026-0349,SUB-ENG,10,0.9371,0.954,0.9118,76.14,86.14,0.1175,89.09,1,69.81,C
STU-2026-0350,SUB-ENG,10,0.8302,0.878,0.7198,82.35,82.26,-0.0096,66.61,0,76.04,B
STU-2026-0351,SUB-ENG,10,0.9691,0.9411,0.9361,74.87,80.72,-0.0232,80.03,0,74.37,B
STU-2026-0352,SUB-ENG,10,0.9937,0.998,0.8714,79.62,74.58,0.018,93.91,0,76.27,B
STU-2026-0353,SUB-ENG,10,0.9894,0.9982,0.8394,81.81,78.92,0.0185,93.42,0,74.98,B
STU-2026-0354,SUB-ENG,10,0.9377,0.952,1.0,87.62,86.58,-0.0162,78.35,0,81.83,A
STU-2026-0355,SUB-ENG,10,0.5473,0.6249,0.1654,34.09,53.87,-0.2937,25.05,7,36.91,F
STU-2026-0356,SUB-ENG,10,0.963,0.9852,0.8235,85.26,82.16,0.1592,73.82,0,86.21,A
STU-2026-0357,SUB-ENG,10,0.9484,0.9815,0.9173,63.14,68.44,0.0841,85.87,1,63.91,C
STU-2026-0358,SUB-ENG,10,0.9366,0.9124,1.0,87.77,87.08,-0.0329,96.12,0,81.85,A
STU-2026-0359,SUB-ENG,10,0.9119,0.8894,0.9644,71.9,74.64,0.0798,84.43,1,68.82,C
STU-2026-0360,SUB-ENG,10,0.9057,0.9456,0.9365,87.61,88.17,-0.0339,75.26,0,79.07,B
STU-2026-0361,SUB-ENG,10,0.9598,0.9633,0.9082,81.63,77.21,-0.0177,90.56,0,70.03,B
STU-2026-0362,SUB-ENG,10,0.9442,0.9475,0.9484,75.75,73.56,-0.0383,80.3,0,66.6,C
STU-2026-0363,SUB-ENG,10,0.8724,0.8184,0.7866,74.96,78.21,0.1089,50.09,0,75.21,B
STU-2026-0364,SUB-ENG,10,0.7946,0.7597,0.7862,69.74,69.13,0.1947,73.99,2,65.63,C
STU-2026-0365,SUB-ENG,10,0.9425,0.9697,0.9468,81.73,87.09,0.0002,83.84,0,83.95,A
STU-2026-0366,SUB-ENG,10,0.9413,0.9811,1.0,92.73,89.0,0.0716,81.64,0,89.17,A
STU-2026-0367,SUB-ENG,10,0.945,0.9513,0.781,73.02,74.19,-0.0195,87.92,0,71.01,B
STU-2026-0368,SUB-ENG,10,0.8635,0.8677,0.7708,55.31,59.96,-0.0299,55.95,2,51.34,D
STU-2026-0369,SUB-ENG,10,0.9601,0.9356,0.951,91.08,88.44,0.1088,82.07,0,86.62,A
STU-2026-0370,SUB-ENG,10,0.923,0.9405,0.9051,79.77,79.6,-0.0265,83.07,0,77.89,B
STU-2026-0371,SUB-ENG,10,0.8624,0.8209,0.7412,58.63,61.91,0.0836,63.51,0,56.87,D
STU-2026-0372,SUB-ENG,10,0.9273,0.9285,0.9727,81.28,81.94,-0.0098,83.72,0,76.82,B
STU-2026-0373,SUB-ENG,10,0.9414,0.946,0.9678,79.7,78.19,0.0411,78.25,0,73.17,B
STU-2026-0374,SUB-ENG,10,0.9853,0.9932,0.92,78.67,75.1,0.1097,90.94,0,78.97,B
STU-2026-0375,SUB-ENG,10,0.929,0.9507,0.9546,78.8,80.14,-0.1035,86.33,0,75.17,B
STU-2026-0376,SUB-ENG,10,0.9109,1.0,0.8963,83.68,80.77,0.0267,89.79,0,74.2,B
STU-2026-0377,SUB-ENG,10,0.5257,0.5824,0.1721,47.04,71.69,-0.1919,15.0,4,47.65,F
STU-2026-0378,SUB-ENG,10,0.4205,0.5165,0.15,20.0,38.64,-0.5247,15.0,4,19.62,F
STU-2026-0379,SUB-ENG,10,0.9925,1.0,0.9025,74.9,73.95,0.036,90.28,1,70.51,B
STU-2026-0380,SUB-ENG,10,0.9288,0.9671,0.935,60.46,61.67,0.0257,71.22,1,60.73,C
STU-2026-0381,SUB-ENG,10,0.968,0.9851,0.8872,75.9,88.48,0.0671,88.48,0,74.24,B
STU-2026-0382,SUB-ENG,10,0.952,0.9429,0.7974,76.79,73.46,0.0827,84.61,0,69.41,C
STU-2026-0383,SUB-ENG,10,0.923,0.9072,0.9536,74.48,69.74,0.0287,84.82,1,74.28,B
STU-2026-0384,SUB-ENG,10,0.8818,0.9203,0.85,84.54,79.9,0.0061,96.81,0,81.16,A
STU-2026-0385,SUB-ENG,10,0.891,0.9046,0.9178,83.27,77.32,0.0384,76.21,0,80.96,A
STU-2026-0386,SUB-ENG,10,0.5748,0.6056,0.2767,31.45,57.4,-0.3336,17.54,4,34.46,F
STU-2026-0387,SUB-ENG,10,0.5278,0.576,0.15,20.63,44.61,-0.5674,15.0,4,18.89,F
STU-2026-0388,SUB-ENG,10,0.986,0.9901,0.9384,58.91,60.25,0.005,79.61,1,52.17,D
STU-2026-0389,SUB-ENG,10,0.9945,0.957,0.9851,83.3,88.8,0.0562,87.39,0,78.15,B
STU-2026-0390,SUB-ENG,10,0.8875,0.8656,0.64,63.57,75.99,0.0952,72.06,2,63.44,C
STU-2026-0391,SUB-ENG,10,0.9373,0.9482,0.9914,75.11,72.35,-0.0179,85.73,1,71.95,B
STU-2026-0392,SUB-ENG,10,0.9141,0.9514,0.9706,81.99,89.0,0.1346,85.24,0,75.84,B
STU-2026-0393,SUB-ENG,10,0.8401,0.8179,0.6812,75.98,72.04,-0.0142,72.76,1,71.93,B
STU-2026-0394,SUB-ENG,10,0.9879,0.9501,0.9612,63.4,73.94,0.0444,63.56,0,63.84,C
STU-2026-0395,SUB-ENG,10,0.9126,0.9705,0.8939,74.17,80.3,0.1512,82.75,1,73.9,B
STU-2026-0396,SUB-ENG,10,0.9786,0.978,0.9523,84.56,84.54,0.0296,77.89,0,75.33,B
STU-2026-0397,SUB-ENG,11,0.465,0.5253,0.15,29.11,52.04,-0.3244,15.0,2,28.39,F
STU-2026-0398,SUB-ENG,11,1.0,0.9778,0.942,75.84,73.08,0.1264,85.09,1,72.5,B
STU-2026-0399,SUB-ENG,11,0.975,0.9555,0.9139,78.02,68.3,0.2216,87.84,0,74.39,B
STU-2026-0400,SUB-ENG,11,0.9672,0.9656,0.9612,70.92,72.72,0.0161,86.26,0,69.36,C
STU-2026-0401,SUB-ENG,11,0.966,0.9657,0.9743,75.5,76.93,0.0753,88.9,0,70.98,B
STU-2026-0402,SUB-ENG,11,0.8848,0.9349,0.8708,81.39,77.47,-0.0806,71.25,0,75.41,B
STU-2026-0403,SUB-ENG,11,0.9783,0.9203,0.8739,92.38,83.0,-0.0162,91.62,0,86.81,A
STU-2026-0404,SUB-ENG,11,0.8718,0.918,0.8224,80.64,67.59,-0.0079,71.1,0,76.73,B
STU-2026-0405,SUB-ENG,11,0.9969,0.9753,0.8879,69.73,72.53,0.0419,83.06,0,66.99,C
STU-2026-0406,SUB-ENG,11,0.9462,0.9843,0.9519,74.72,72.11,-0.019,82.43,0,70.83,B
STU-2026-0407,SUB-ENG,11,0.8646,0.8229,0.6713,71.81,81.64,0.0741,59.19,2,62.91,C
STU-2026-0408,SUB-ENG,11,0.9933,0.9789,0.8884,74.33,78.37,0.1341,84.35,1,73.35,B
STU-2026-0409,SUB-ENG,11,0.9268,0.9509,0.9387,74.8,79.12,0.112,85.52,0,78.35,B
STU-2026-0410,SUB-ENG,11,0.8612,0.8948,0.7946,65.78,64.26,-0.0397,63.25,1,64.23,C
STU-2026-0411,SUB-ENG,11,0.9156,0.9509,0.8438,85.43,88.05,0.0704,78.87,0,79.03,B
STU-2026-0412,SUB-ENG,11,0.8965,0.8909,0.708,67.88,57.5,0.0298,47.71,1,61.05,C
STU-2026-0413,SUB-ENG,11,0.9938,0.9955,0.8799,80.09,72.14,0.1191,73.53,0,74.03,B
STU-2026-0414,SUB-ENG,11,0.9812,0.9807,0.9297,71.95,74.8,-0.0098,79.02,0,68.54,C
STU-2026-0415,SUB-ENG,11,0.9595,0.9531,0.8884,71.72,69.74,0.1246,91.38,0,69.11,C
STU-2026-0416,SUB-ENG,11,0.9141,0.9435,0.7503,70.94,66.65,0.0039,44.71,2,61.9,C
STU-2026-0417,SUB-ENG,11,0.9616,0.9967,0.9054,80.48,75.84,-0.0317,76.04,0,76.41,B
STU-2026-0418,SUB-ENG,11,0.9709,0.9436,0.9384,82.24,71.98,0.0485,94.03,0,78.36,B
STU-2026-0419,SUB-ENG,11,0.9137,0.8998,0.8597,83.26,75.58,0.0541,81.48,0,80.81,A
STU-2026-0420,SUB-ENG,11,0.8825,0.9005,0.8993,76.47,79.16,0.0739,78.92,0,72.57,B
STU-2026-0421,SUB-ENG,11,0.9557,0.9447,0.8965,88.41,88.51,0.0507,87.07,0,81.01,A
STU-2026-0422,SUB-ENG,11,0.9509,0.9578,0.9565,87.37,87.69,0.083,69.39,0,86.12,A
STU-2026-0423,SUB-ENG,11,0.9582,0.9094,0.9068,86.27,85.04,0.0876,75.96,1,82.92,A
STU-2026-0424,SUB-ENG,11,0.8514,0.8453,0.6492,81.5,78.95,-0.0018,56.29,0,77.69,B
STU-2026-0425,SUB-ENG,11,0.9603,0.9797,0.9956,63.54,72.62,0.0913,89.8,0,58.24,D
STU-2026-0426,SUB-ENG,11,0.9496,0.9453,0.8972,86.43,95.16,-0.0085,82.7,1,82.17,A
STU-2026-0427,SUB-ENG,11,0.896,0.843,0.6954,75.2,75.61,0.0544,52.92,1,67.78,C
STU-2026-0428,SUB-ENG,11,0.8892,0.8653,0.8795,71.08,80.58,-0.0015,99.0,1,66.36,C
STU-2026-0429,SUB-ENG,11,1.0,0.9882,0.9454,96.53,92.58,0.048,83.06,0,90.82,A
STU-2026-0430,SUB-ENG,11,0.9181,0.9195,0.9077,76.63,79.28,0.0688,65.53,0,74.92,B
STU-2026-0431,SUB-ENG,11,0.9438,0.9759,0.8921,61.62,71.72,0.0327,77.86,0,58.54,D
STU-2026-0432,SUB-ENG,11,0.948,0.9534,0.9806,79.09,79.42,0.0295,69.41,0,75.97,B
STU-2026-0433,SUB-ENG,11,0.9238,0.9708,0.9351,79.44,71.98,0.047,88.64,0,74.02,B
STU-2026-0434,SUB-ENG,11,0.9732,0.9655,0.8717,80.0,82.32,0.012,78.16,1,72.12,B
STU-2026-0435,SUB-ENG,11,0.8484,0.8214,0.8122,71.83,79.27,0.0154,45.22,2,68.24,C
STU-2026-0436,SUB-ENG,11,0.9523,0.9535,0.8586,80.05,77.69,0.1202,89.44,0,75.15,B
STU-2026-0437,SUB-ENG,11,0.9408,0.9399,0.9144,74.44,70.13,0.0563,75.25,0,72.03,B
STU-2026-0438,SUB-ENG,11,0.4849,0.6052,0.2098,20.0,47.2,-0.3215,44.68,5,24.71,F
STU-2026-0439,SUB-ENG,11,0.9581,0.9587,0.8019,74.13,72.91,0.0985,78.98,1,73.11,B
STU-2026-0440,SUB-ENG,11,0.9197,0.9281,0.9374,78.89,75.81,-0.0176,82.03,1,72.99,B
STU-2026-0441,SUB-ENG,11,0.9133,0.9018,0.8722,70.69,69.17,0.1617,74.46,0,65.21,C
STU-2026-0442,SUB-ENG,11,0.9257,0.9411,0.88,78.52,65.8,0.1417,95.25,0,78.25,B
STU-2026-0443,SUB-ENG,11,0.8791,0.8453,0.9203,80.52,79.76,0.1058,67.2,0,74.37,B
STU-2026-0444,SUB-ENG,11,0.9519,0.9602,1.0,85.25,81.56,-0.0043,70.47,0,83.11,A
STU-2026-0445,SUB-ENG,11,0.3871,0.413,0.354,40.49,66.79,-0.3576,15.0,5,41.94,F
STU-2026-0446,SUB-ENG,11,0.982,0.9737,0.9246,73.55,85.55,-0.0496,93.3,0,68.61,C
STU-2026-0447,SUB-ENG,11,1.0,1.0,0.9099,91.38,87.5,0.0889,75.85,0,90.02,A
STU-2026-0448,SUB-ENG,11,0.8664,0.8728,0.7178,79.13,68.01,0.0186,62.36,1,81.61,A
STU-2026-0449,SUB-ENG,11,0.9399,0.9443,0.8752,86.92,88.89,0.018,83.1,1,82.63,A
STU-2026-0450,SUB-ENG,11,0.5373,0.5966,0.1767,43.97,73.86,-0.6467,18.03,2,43.63,F
STU-2026-0451,SUB-ENG,11,0.8675,0.8744,0.7797,48.43,47.3,0.0892,55.39,0,49.7,F
STU-2026-0452,SUB-ENG,11,0.8239,0.8001,0.8085,79.75,78.21,0.0588,65.14,1,77.28,B
STU-2026-0453,SUB-ENG,11,0.9505,0.9348,0.9056,94.65,99.0,0.0602,69.58,0,89.15,A
STU-2026-0454,SUB-ENG,11,0.9697,0.97,0.9343,99.0,90.94,-0.0568,90.53,0,94.63,A
STU-2026-0455,SUB-ENG,11,0.9935,1.0,0.9651,94.67,92.68,0.1527,90.86,0,87.7,A
STU-2026-0456,SUB-ENG,11,0.9277,0.9253,0.9992,80.49,83.39,-0.1334,78.37,0,73.12,B
STU-2026-0457,SUB-ENG,11,0.8877,0.9035,0.9175,76.44,75.66,0.1245,90.18,0,73.38,B
STU-2026-0458,SUB-ENG,11,0.9876,0.9521,0.9315,66.01,68.45,0.0098,79.49,0,64.03,C
STU-2026-0459,SUB-ENG,11,0.9506,0.9822,0.8916,83.01,79.78,0.053,76.26,0,81.65,A
STU-2026-0460,SUB-ENG,11,0.5628,0.6416,0.3941,20.0,45.29,-0.6136,37.42,3,19.51,F
STU-2026-0461,SUB-ENG,11,0.9858,0.9898,0.875,78.43,71.46,0.1439,74.59,0,74.83,B
STU-2026-0462,SUB-ENG,11,0.8591,0.8209,0.6913,70.52,68.23,0.0748,53.54,1,66.28,C
STU-2026-0463,SUB-ENG,11,0.972,0.9532,0.8836,98.17,92.33,0.0898,76.59,0,91.83,A
STU-2026-0464,SUB-ENG,11,0.858,0.8727,0.6916,53.51,54.63,0.0627,68.98,2,50.32,D
STU-2026-0465,SUB-ENG,11,0.9071,0.8864,0.927,71.72,65.76,0.0349,80.14,0,66.83,C
STU-2026-0466,SUB-ENG,11,0.968,0.9285,0.9265,75.97,71.74,0.0208,95.41,0,69.51,C
STU-2026-0467,SUB-ENG,11,0.8534,0.8564,0.713,73.83,75.07,0.009,67.89,1,72.05,B
STU-2026-0468,SUB-ENG,11,0.8223,0.8635,0.7725,70.59,77.55,0.0456,55.46,1,61.13,C
STU-2026-0469,SUB-ENG,11,0.9595,0.9287,1.0,76.9,74.11,0.0649,85.5,1,74.42,B
STU-2026-0470,SUB-ENG,11,0.8134,0.7909,0.7921,67.41,68.14,0.034,65.98,1,66.49,C
STU-2026-0471,SUB-ENG,11,0.9725,1.0,0.8589,78.02,84.61,0.0634,71.63,0,78.34,B
STU-2026-0472,SUB-ENG,11,0.4821,0.5643,0.2423,27.75,53.54,-0.2399,17.31,5,32.2,F
STU-2026-0473,SUB-ENG,11,0.8797,0.9214,0.6783,60.14,65.92,0.078,60.47,0,60.56,C
STU-2026-0474,SUB-ENG,11,0.9273,0.9527,0.8531,72.05,77.82,-0.021,95.02,0,67.58,C
STU-2026-0475,SUB-ENG,11,0.9568,0.915,0.8655,79.93,85.09,-0.0825,87.74,1,77.36,B
STU-2026-0476,SUB-ENG,11,0.7901,0.8039,0.9088,59.64,62.17,0.1219,64.69,1,59.58,D
STU-2026-0477,SUB-ENG,11,0.8216,0.7965,0.708,62.87,69.06,0.0248,60.2,0,60.3,C
STU-2026-0478,SUB-ENG,11,0.4868,0.5617,0.254,42.14,69.72,-0.1717,15.0,5,43.45,F
STU-2026-0479,SUB-ENG,11,0.9296,0.9347,0.8546,73.24,65.38,0.0659,99.0,0,62.68,C
STU-2026-0480,SUB-ENG,11,0.9991,1.0,0.9884,63.4,64.97,-0.0225,80.2,0,61.65,C
STU-2026-0481,SUB-ENG,11,0.9844,0.9944,1.0,84.56,78.67,0.0692,87.0,0,85.14,A
STU-2026-0482,SUB-ENG,11,0.906,0.9139,0.927,72.37,69.14,-0.0095,77.09,0,65.13,C
STU-2026-0483,SUB-ENG,11,0.3838,0.5061,0.1998,20.0,39.0,-0.4373,19.05,4,21.43,F
STU-2026-0484,SUB-ENG,11,0.9225,0.9572,0.8862,85.19,91.04,0.1186,72.7,1,80.44,A
STU-2026-0485,SUB-ENG,11,0.928,0.8789,0.8982,99.0,95.39,0.0834,83.27,0,93.35,A
STU-2026-0486,SUB-ENG,11,0.8653,0.8662,0.7756,73.09,74.51,0.0048,56.48,2,69.12,C
STU-2026-0487,SUB-ENG,11,0.9486,0.9781,0.8331,89.1,90.33,-0.0068,83.97,0,84.26,A
STU-2026-0488,SUB-ENG,11,0.958,0.9898,0.8726,83.74,71.69,0.0336,71.81,0,77.81,B
STU-2026-0489,SUB-ENG,11,0.8893,0.8927,0.8427,79.99,80.32,0.0816,90.7,0,79.08,B
STU-2026-0490,SUB-ENG,11,0.9847,0.9632,0.888,76.11,78.01,0.0304,71.54,1,76.9,B
STU-2026-0491,SUB-ENG,11,0.8774,0.8993,0.9376,75.25,87.08,0.1386,69.12,0,77.26,B
STU-2026-0492,SUB-ENG,11,0.9637,1.0,0.9182,85.06,86.0,0.0759,92.17,0,78.37,B
STU-2026-0493,SUB-ENG,11,0.9685,0.9871,0.8744,73.03,75.62,0.0001,75.57,0,73.89,B
STU-2026-0494,SUB-ENG,11,0.9111,0.9061,1.0,78.15,75.22,0.0206,90.79,0,75.77,B
STU-2026-0495,SUB-ENG,11,0.9659,0.9553,0.9192,71.18,72.34,-0.0257,72.24,0,69.97,C
STU-2026-0496,SUB-ENG,11,0.5762,0.6613,0.1566,32.83,55.93,-0.5999,15.0,3,32.58,F
STU-2026-0497,SUB-ENG,11,0.47,0.5506,0.15,51.51,70.13,-0.6427,19.22,3,48.58,F
STU-2026-0498,SUB-ENG,11,0.8565,0.8314,0.6549,57.31,64.6,-0.0319,73.34,1,49.0,F
STU-2026-0499,SUB-ENG,11,0.4764,0.5281,0.3187,20.0,43.23,-0.3198,15.0,4,20.46,F
STU-2026-0500,SUB-ENG,11,0.5074,0.5964,0.15,53.33,72.61,-0.2962,28.04,4,51.02,D
STU-2026-0501,SUB-ENG,11,0.9271,0.9236,0.9582,83.85,81.33,0.0894,91.09,1,76.73,B
STU-2026-0502,SUB-ENG,11,0.9779,0.9737,0.9875,77.69,76.21,-0.1064,68.95,0,76.16,B
STU-2026-0503,SUB-ENG,11,0.9708,0.9775,1.0,69.25,72.71,-0.0061,76.92,0,63.56,C
STU-2026-0504,SUB-ENG,11,0.9642,0.9799,0.8666,79.13,78.63,0.0219,88.71,1,74.74,B
STU-2026-0505,SUB-ENG,11,0.9784,0.9716,0.9525,79.26,83.79,0.1983,81.96,0,76.86,B
STU-2026-0506,SUB-ENG,11,0.9724,0.9792,0.9519,70.79,75.75,0.0459,79.6,0,72.39,B
STU-2026-0507,SUB-ENG,11,0.9532,0.955,0.9429,77.47,78.35,-0.0101,90.57,0,73.28,B
STU-2026-0508,SUB-ENG,11,0.9272,0.9717,0.9193,72.78,74.49,0.0264,84.68,0,69.37,C
STU-2026-0509,SUB-ENG,11,0.9201,0.8962,0.8412,63.26,68.07,0.0199,71.06,0,56.89,D
STU-2026-0510,SUB-ENG,11,0.8752,0.8453,0.8437,70.54,68.63,-0.0293,56.83,0,69.09,C
STU-2026-0511,SUB-ENG,11,0.8861,0.9166,0.744,51.79,52.6,0.1278,62.93,0,54.53,D
STU-2026-0512,SUB-ENG,11,0.8177,0.8323,0.6624,60.89,65.56,0.1244,65.19,1,62.75,C
STU-2026-0513,SUB-ENG,11,0.7598,0.7566,0.8174,63.76,58.77,0.0676,64.68,0,60.33,C
STU-2026-0514,SUB-ENG,11,0.9273,0.9288,0.9366,91.77,80.72,0.0248,82.18,0,84.22,A
STU-2026-0515,SUB-ENG,11,0.9623,1.0,0.9523,79.16,81.57,0.1102,79.83,0,76.48,B
STU-2026-0516,SUB-ENG,11,0.5113,0.5826,0.15,20.39,50.27,-0.4306,22.38,6,22.97,F
STU-2026-0517,SUB-ENG,11,0.8974,0.8847,0.7395,71.76,74.75,-0.0558,61.49,0,66.88,C
STU-2026-0518,SUB-ENG,11,0.4058,0.4845,0.1533,44.14,63.34,-0.3421,23.26,3,38.64,F
STU-2026-0519,SUB-ENG,11,0.9613,0.9355,0.9378,71.0,82.32,-0.0484,98.24,1,68.58,C
STU-2026-0520,SUB-ENG,11,0.9463,0.9082,1.0,95.76,92.57,-0.0761,87.38,0,90.78,A
STU-2026-0521,SUB-ENG,11,0.9727,0.9716,1.0,65.44,67.83,0.0798,81.84,0,66.02,C
STU-2026-0522,SUB-ENG,11,0.9783,0.9699,0.8523,74.61,73.43,-0.0441,80.84,0,69.36,C
STU-2026-0523,SUB-ENG,11,0.9557,0.9114,1.0,79.51,83.18,0.0552,85.26,0,76.27,B
STU-2026-0524,SUB-ENG,11,0.9554,0.9636,0.8765,74.0,71.87,0.1565,84.96,0,75.63,B
STU-2026-0525,SUB-ENG,11,0.5487,0.6288,0.4104,43.52,70.43,-0.4943,15.0,3,45.43,F
STU-2026-0526,SUB-ENG,11,0.9024,0.945,0.9684,62.91,69.62,-0.0282,75.72,1,60.87,C
STU-2026-0527,SUB-ENG,11,0.9168,0.9201,0.9667,82.81,84.03,0.0289,82.56,0,80.46,A
STU-2026-0528,SUB-ENG,11,0.9127,0.9825,0.8737,88.76,79.13,0.1141,89.65,0,82.62,A
STU-2026-0529,SUB-ENG,11,0.9201,0.92,0.9809,75.07,75.16,0.0677,79.58,0,75.06,B
STU-2026-0530,SUB-ENG,11,0.9454,0.9493,0.954,72.34,72.73,0.0225,80.12,0,66.38,C
STU-2026-0531,SUB-ENG,11,0.9121,0.9202,0.8421,84.21,76.97,-0.0171,82.12,0,79.71,B
STU-2026-0532,SUB-ENG,11,0.9538,0.9852,0.9952,87.49,89.48,-0.0085,77.77,0,81.81,A
STU-2026-0533,SUB-ENG,11,0.9939,0.9425,0.9401,79.38,86.31,0.017,75.12,0,74.31,B
STU-2026-0534,SUB-ENG,11,0.9467,0.9839,0.9099,59.76,64.91,-0.0111,69.21,0,54.86,D
STU-2026-0535,SUB-ENG,11,0.8886,0.9005,0.8417,97.49,95.17,0.077,90.29,0,94.68,A
STU-2026-0536,SUB-ENG,11,0.9441,0.9626,0.9116,96.97,92.81,0.0516,81.62,0,94.92,A
STU-2026-0537,SUB-ENG,11,0.9105,0.9212,0.8867,99.0,96.12,0.0676,82.95,1,96.48,A
STU-2026-0538,SUB-ENG,11,0.9471,0.9261,0.9361,72.28,74.99,-0.0724,85.29,0,71.84,B
STU-2026-0539,SUB-ENG,11,0.4653,0.5008,0.15,22.99,51.09,-0.4312,15.24,4,23.43,F
STU-2026-0540,SUB-ENG,11,0.9363,0.9407,0.8505,71.48,63.56,0.0357,63.15,0,68.94,C
STU-2026-0541,SUB-ENG,11,0.9592,0.9298,0.9003,68.37,68.65,0.05,83.47,0,65.27,C
STU-2026-0542,SUB-ENG,11,1.0,1.0,0.8326,83.56,83.61,0.0237,94.73,0,82.95,A
STU-2026-0543,SUB-ENG,11,0.9082,0.9192,0.958,72.96,63.38,0.0342,99.0,0,70.57,B
STU-2026-0544,SUB-ENG,11,0.9292,0.9149,0.8817,79.73,86.68,-0.0122,79.15,0,73.36,B
STU-2026-0545,SUB-ENG,11,1.0,0.9568,0.9657,78.21,74.55,-0.0475,81.7,0,75.19,B
STU-2026-0546,SUB-ENG,11,0.9718,0.9872,0.9298,84.52,85.54,0.0688,85.13,0,79.86,B
STU-2026-0547,SUB-ENG,11,0.9171,0.898,0.9613,80.45,81.47,0.0034,81.09,1,75.45,B
STU-2026-0548,SUB-ENG,11,0.953,0.905,1.0,93.24,97.79,0.0139,73.87,0,88.9,A
STU-2026-0549,SUB-ENG,11,0.9569,0.9243,0.9917,70.17,62.35,-0.0334,81.32,0,66.52,C
STU-2026-0550,SUB-ENG,11,0.9225,0.9733,0.9285,79.9,79.15,0.0775,78.0,0,77.27,B
