studentId,performance_trend,attendance_anomaly_score,mood_avg_7d,mood_avg_30d,mood_low_count_14d,wellbeing_signal_count,homework_completion_drop,engagement_drop,behavior_concerns_30d,safety_reports_submitted,riskScore,riskCategory,isAtRisk
STU-2026-0246,-0.57,-2.9222,1.0,1.0,3,6,0.5745,0.5797,2,0,0.98,high,1
STU-2026-0247,0.0835,0.4312,4.0,4.31,0,0,0.0,0.0,0,0,0.0262,low,0
STU-2026-0248,-0.1532,-0.8665,2.3,2.08,4,3,0.2236,0.3286,0,0,0.5713,medium,0
STU-2026-0249,-0.3343,-3.3106,1.0,1.43,9,5,0.4767,0.5554,2,1,0.98,high,1
STU-2026-0250,0.0067,-0.2304,3.74,4.1,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0251,-0.3297,-2.6259,1.0,1.27,14,6,0.5465,0.6699,3,1,0.98,high,1
STU-2026-0252,0.0747,0.3277,4.14,4.08,2,1,0.0,0.0,0,0,0.0313,low,0
STU-2026-0253,-0.5618,-2.8759,1.21,1.27,11,2,0.5054,0.6039,3,1,0.98,high,1
STU-2026-0254,0.0795,0.081,3.66,3.56,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0255,0.0319,-0.0166,4.15,4.68,0,0,0.0,0.0,0,1,0.0329,low,0
STU-2026-0256,0.0515,0.1997,4.09,3.88,0,0,0.0,0.0,0,1,0.02,low,0
STU-2026-0257,0.022,0.1653,4.67,3.95,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0258,-0.1706,-0.9205,2.07,2.44,2,0,0.1933,0.299,0,0,0.6014,medium,0
STU-2026-0259,-0.0155,0.4811,4.03,3.99,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0260,0.0034,0.3271,4.79,4.48,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0261,-0.005,0.136,3.94,4.25,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0262,-0.1341,-1.039,2.97,3.04,3,1,0.2819,0.2804,0,0,0.6173,medium,0
STU-2026-0263,-0.3528,-2.7829,1.0,1.0,9,5,0.4943,0.5738,2,1,0.98,high,1
STU-2026-0264,-0.0115,-0.2479,4.1,4.29,0,0,0.0,0.0,0,0,0.0685,low,0
STU-2026-0265,0.0218,0.2268,4.33,4.24,2,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0266,0.0631,-0.249,4.32,4.1,0,0,0.0,0.0,0,0,0.0347,low,0
STU-2026-0267,0.0968,0.1245,4.25,4.29,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0268,-0.1345,-1.0601,2.45,2.63,1,1,0.3142,0.2841,1,0,0.6076,medium,0
STU-2026-0269,0.0669,0.4808,3.49,3.8,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0270,0.0296,0.3448,4.5,4.45,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0271,-0.0291,0.0428,5.0,5.0,1,0,0.0,0.0,0,0,0.0744,low,0
STU-2026-0272,-0.1394,-1.2193,2.73,2.79,7,3,0.2118,0.2187,0,0,0.6245,medium,0
STU-2026-0273,0.0182,-0.169,4.41,4.82,0,0,0.0,0.0,0,0,0.0224,low,0
STU-2026-0274,0.0569,0.0589,4.14,4.14,1,0,0.0,0.0,0,0,0.0334,low,0
STU-2026-0275,-0.1888,-1.148,2.9,3.36,4,1,0.2541,0.2645,0,0,0.6202,medium,0
STU-2026-0276,-0.1244,-0.8474,2.11,2.11,7,3,0.2604,0.2655,0,0,0.6539,high,1
STU-2026-0277,0.1381,0.0067,4.27,4.29,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0278,0.0664,0.3862,3.88,3.68,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0279,-0.5181,-3.0462,1.18,1.0,11,6,0.4844,0.6095,2,1,0.98,high,1
STU-2026-0280,-0.0794,0.2744,4.0,3.4,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0281,-0.0188,0.101,4.54,4.53,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0282,0.0444,0.2917,4.13,4.09,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0283,-0.2354,-1.0636,2.64,2.81,5,1,0.2099,0.2586,1,1,0.6015,medium,0
STU-2026-0284,-0.2011,-0.7701,2.17,2.48,6,2,0.2208,0.2748,0,0,0.6536,high,1
STU-2026-0285,-0.1931,-3.2645,1.0,1.25,12,3,0.5203,0.4764,2,1,0.98,high,1
STU-2026-0286,0.0126,0.2614,4.74,4.94,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0287,-0.0178,0.1432,4.04,3.94,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0288,-0.2695,-3.2185,1.09,1.01,10,4,0.6002,0.5981,2,1,0.98,high,1
STU-2026-0289,-0.0064,0.0595,3.77,3.89,0,0,0.0,0.0,0,0,0.0284,low,0
STU-2026-0290,0.0648,0.363,4.07,4.0,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0291,-0.0793,-1.2953,2.49,2.63,3,1,0.2578,0.2798,0,1,0.6217,medium,0
STU-2026-0292,-0.5022,-2.8009,1.0,1.0,8,4,0.5624,0.6095,1,0,0.98,high,1
STU-2026-0293,-0.1911,-1.2634,3.74,3.45,5,4,0.2246,0.3132,1,0,0.6686,high,1
STU-2026-0294,0.0563,-0.1692,3.58,3.99,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0295,-0.0046,0.4036,5.0,4.57,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0296,0.0264,0.3928,4.0,3.98,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0297,-0.0768,-0.3055,3.67,3.34,0,0,0.0,0.0,0,0,0.0472,low,0
STU-2026-0298,0.118,0.1414,4.32,4.17,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0299,0.0075,-0.3694,3.1,3.63,0,0,0.0,0.0,0,0,0.034,low,0
STU-2026-0300,-0.7278,-2.9332,1.0,1.0,10,4,0.4321,0.643,2,2,0.98,high,1
STU-2026-0301,-0.0112,0.3326,4.76,4.84,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0302,-0.1348,-1.1629,3.28,3.31,6,1,0.2499,0.2958,0,0,0.655,high,1
STU-2026-0303,0.0012,-1.1984,2.91,2.83,3,4,0.2385,0.2896,0,0,0.6301,medium,0
STU-2026-0304,0.0309,0.4614,4.46,4.42,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0305,-0.4603,-2.4545,1.0,1.0,13,3,0.5753,0.6479,2,0,0.98,high,1
STU-2026-0306,-0.5806,-2.4555,1.0,1.0,14,6,0.4421,0.4856,2,0,0.98,high,1
STU-2026-0307,0.0214,0.2128,4.36,3.93,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0308,0.0796,0.3057,4.77,4.82,1,1,0.0,0.0,0,0,0.0463,low,0
STU-2026-0309,-0.1728,-1.363,3.26,2.99,2,3,0.2476,0.3015,0,1,0.6269,medium,0
STU-2026-0310,-0.6018,-3.2947,1.0,1.18,11,7,0.4186,0.652,1,1,0.98,high,1
STU-2026-0311,-0.0497,0.1256,4.6,4.18,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0312,0.0861,-0.1491,4.94,4.51,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0313,0.0157,0.1492,4.4,4.42,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0314,0.0153,0.0128,5.0,4.9,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0315,0.1024,0.4361,3.97,4.35,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0316,-0.5306,-2.9404,1.0,1.48,10,4,0.4487,0.6696,2,0,0.98,high,1
STU-2026-0317,0.0449,-0.1041,4.6,4.99,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0318,0.0985,0.076,4.11,4.43,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0319,-0.1985,-0.8113,1.76,2.33,4,2,0.2928,0.2576,0,0,0.6174,medium,0
STU-2026-0320,-0.3764,-2.5666,1.26,1.2,11,6,0.5202,0.5174,1,0,0.98,high,1
STU-2026-0321,0.0089,-0.0868,3.71,3.76,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0322,0.0102,0.5529,3.78,4.17,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0323,0.0659,0.3184,4.64,5.0,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0324,0.011,0.5659,3.56,3.93,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0325,0.1329,0.1057,4.57,4.22,2,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0326,0.0298,0.3206,3.81,4.5,0,0,0.0,0.0,0,0,0.0345,low,0
STU-2026-0327,0.0771,0.1905,4.42,4.73,1,0,0.0,0.0,0,0,0.0472,low,0
STU-2026-0328,0.0878,-0.3917,3.77,3.74,2,0,0.0,0.0,0,0,0.0369,low,0
STU-2026-0329,-0.0139,0.6822,4.2,4.37,0,0,0.0,0.0,0,0,0.0399,low,0
STU-2026-0330,0.0519,0.1188,5.0,4.86,2,0,0.0,0.0,0,0,0.042,low,0
STU-2026-0331,0.043,0.6136,4.27,4.71,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0332,-0.0524,0.2008,3.64,3.34,0,0,0.0,0.0,0,0,0.0575,low,0
STU-2026-0333,-0.1438,-0.652,3.06,3.16,0,3,0.2152,0.2742,0,0,0.5851,medium,0
STU-2026-0334,-0.0154,0.5771,4.43,4.86,2,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0335,0.0829,0.3032,4.88,4.69,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0336,0.0298,0.1014,3.39,3.84,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0337,-0.0262,0.2904,4.33,4.63,1,0,0.0,0.0,0,1,0.0344,low,0
STU-2026-0338,0.0649,0.5652,4.81,4.84,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0339,-0.1243,-1.1599,3.03,2.98,3,0,0.2306,0.2819,0,0,0.6321,medium,0
STU-2026-0340,-0.0929,-1.407,2.57,2.4,2,1,0.2877,0.2896,1,0,0.6771,high,1
STU-2026-0341,-0.1803,-1.1922,2.18,2.55,5,2,0.255,0.2814,1,0,0.6144,medium,0
STU-2026-0342,0.0257,0.1269,4.15,3.88,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0343,-0.2993,-2.35,1.79,1.67,5,8,0.4319,0.5293,3,0,0.98,high,1
STU-2026-0344,0.0784,0.3367,3.51,3.56,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0345,-0.0335,-0.1535,5.0,4.76,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0346,-0.0058,0.2634,4.14,4.29,0,0,0.0,0.0,0,0,0.0356,low,0
STU-2026-0347,0.1505,0.3549,4.0,4.25,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0348,-0.0087,-0.3102,4.45,4.83,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0349,0.0093,0.1691,3.72,4.1,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0350,-0.1546,-1.7212,2.89,2.63,0,3,0.2228,0.2948,1,1,0.6077,medium,0
STU-2026-0351,0.065,0.158,4.71,4.46,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0352,0.0238,-0.0038,4.35,4.24,2,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0353,0.0687,-0.1764,4.54,4.31,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0354,-0.0009,0.1637,4.64,4.99,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0355,-0.3369,-2.812,1.0,1.54,11,1,0.4719,0.5942,2,0,0.98,high,1
STU-2026-0356,0.0627,0.1844,4.24,4.24,0,0,0.0,0.0,0,0,0.0418,low,0
STU-2026-0357,-0.0107,-0.1864,4.16,4.31,1,0,0.0,0.0,0,0,0.0424,low,0
STU-2026-0358,0.0331,0.0644,3.24,3.69,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0359,0.0424,0.2813,4.26,4.58,0,2,0.0,0.0,1,0,0.02,low,0
STU-2026-0360,0.0239,0.299,4.27,4.3,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0361,-0.023,0.0704,4.61,4.57,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0362,0.0798,-0.1789,3.61,3.7,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0363,-0.1608,-1.1291,2.63,3.11,5,1,0.2587,0.3307,0,0,0.6925,high,1
STU-2026-0364,-0.1651,-1.0646,3.23,2.93,6,2,0.2744,0.2489,2,1,0.6614,high,1
STU-2026-0365,-0.0398,0.1722,4.36,4.34,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0366,-0.0692,0.1277,4.61,4.88,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0367,-0.0174,0.4216,4.05,4.24,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0368,-0.1222,-0.9795,2.24,2.39,3,1,0.246,0.2337,0,0,0.603,medium,0
STU-2026-0369,0.0305,0.3149,3.91,4.36,1,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0370,-0.0255,0.233,3.61,4.04,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0371,-0.1342,-0.9927,2.95,2.93,6,1,0.2307,0.3204,0,0,0.6741,high,1
STU-2026-0372,0.0363,0.0877,4.84,4.59,1,0,0.0,0.0,0,0,0.0412,low,0
STU-2026-0373,0.1156,0.2476,4.29,4.08,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0374,0.0896,0.0261,4.4,4.69,1,0,0.0,0.0,0,1,0.0279,low,0
STU-2026-0375,0.0121,0.2805,4.58,3.92,3,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0376,0.0909,0.0436,4.46,4.37,1,0,0.0,0.0,0,0,0.0271,low,0
STU-2026-0377,-0.5069,-2.0185,1.34,1.88,7,6,0.4477,0.5621,2,0,0.98,high,1
STU-2026-0378,-0.4968,-3.3764,1.0,1.18,10,6,0.49,0.543,2,0,0.98,high,1
STU-2026-0379,0.0089,-0.2635,3.59,3.29,0,2,0.0,0.0,0,0,0.02,low,0
STU-2026-0380,0.072,0.4534,4.53,4.26,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0381,0.0003,0.0298,3.65,4.21,1,0,0.0,0.0,0,0,0.0924,low,0
STU-2026-0382,0.0445,-0.0208,4.17,4.32,0,0,0.0,0.0,0,0,0.027,low,0
STU-2026-0383,0.0062,0.3617,4.34,4.43,1,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0384,-0.0177,0.5883,4.36,4.47,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0385,0.0299,0.0554,4.18,3.7,0,0,0.0,0.0,0,0,0.0307,low,0
STU-2026-0386,-0.598,-3.0595,1.0,1.35,11,4,0.4872,0.6139,3,0,0.98,high,1
STU-2026-0387,-0.5398,-3.7164,1.0,1.0,8,2,0.4644,0.6097,2,0,0.98,high,1
STU-2026-0388,0.0453,0.1622,4.38,3.74,1,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0389,-0.0386,0.5791,4.26,4.39,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0390,-0.132,-1.2214,2.38,2.54,6,0,0.2275,0.2798,1,0,0.6626,high,1
STU-2026-0391,0.0145,0.1946,3.72,4.2,0,0,0.0,0.0,0,0,0.0279,low,0
STU-2026-0392,0.1007,-0.095,4.38,3.87,0,0,0.0,0.0,1,0,0.0247,low,0
STU-2026-0393,-0.2464,-1.348,1.42,1.91,3,3,0.2673,0.2942,1,0,0.5962,medium,0
STU-2026-0394,0.0052,0.492,4.52,4.16,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0395,-0.0102,0.2182,4.51,4.59,0,0,0.0,0.0,0,0,0.0636,low,0
STU-2026-0396,0.0178,0.1085,4.45,4.37,0,0,0.0,0.0,0,0,0.029,low,0
STU-2026-0397,-0.4439,-2.9466,1.0,1.0,11,6,0.5213,0.5925,3,0,0.98,high,1
STU-2026-0398,-0.0355,-0.0065,4.11,4.47,0,0,0.0,0.0,0,0,0.0565,low,0
STU-2026-0399,-0.0138,0.2655,4.54,4.2,1,0,0.0,0.0,1,0,0.0408,low,0
STU-2026-0400,-0.0226,-0.2897,4.65,4.68,0,1,0.0,0.0,0,0,0.0428,low,0
STU-2026-0401,-0.0086,0.2225,3.94,3.61,1,0,0.0,0.0,0,0,0.039,low,0
STU-2026-0402,0.0364,0.3099,4.74,4.47,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0403,-0.0151,0.4963,4.5,4.56,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0404,-0.0032,0.241,4.41,3.82,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0405,0.0253,0.2419,4.13,4.12,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0406,0.0912,0.0476,4.07,4.35,0,0,0.0,0.0,0,0,0.0248,low,0
STU-2026-0407,-0.0836,-1.0198,3.25,3.24,3,1,0.2911,0.2876,2,0,0.6352,medium,0
STU-2026-0408,-0.04,0.3929,3.9,4.06,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0409,0.0386,0.0282,3.74,3.99,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0410,-0.1869,-1.1235,2.27,2.42,6,1,0.2335,0.321,0,0,0.67,high,1
STU-2026-0411,0.1283,-0.1997,4.21,4.38,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0412,-0.2128,-0.9947,3.12,2.6,4,3,0.2564,0.3452,1,0,0.6541,high,1
STU-2026-0413,0.0634,0.2016,4.65,4.38,1,0,0.0,0.0,0,0,0.0366,low,0
STU-2026-0414,0.0178,0.0454,4.79,4.47,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0415,0.0759,-0.1639,4.5,4.26,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0416,-0.1479,-1.2249,3.56,3.61,0,0,0.1959,0.2965,1,0,0.6421,medium,0
STU-2026-0417,-0.0088,0.0736,4.5,4.53,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0418,0.0419,0.0931,4.63,4.92,0,1,0.0,0.0,0,0,0.0239,low,0
STU-2026-0419,0.0711,-0.0741,3.74,4.06,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0420,0.0323,0.7591,3.73,3.56,0,0,0.0,0.0,0,0,0.0349,low,0
STU-2026-0421,0.0643,0.2534,4.42,4.45,1,0,0.0,0.0,1,0,0.0219,low,0
STU-2026-0422,0.0371,0.1914,3.45,3.45,1,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0423,-0.0262,0.5057,4.17,4.04,0,0,0.0,0.0,0,0,0.0223,low,0
STU-2026-0424,-0.2092,-1.1044,3.08,2.71,7,2,0.2291,0.2774,1,0,0.6613,high,1
STU-2026-0425,0.0648,0.234,4.26,4.36,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0426,0.0735,0.5748,3.91,4.06,1,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0427,-0.2885,-1.3607,2.72,3.02,3,0,0.2434,0.3252,2,0,0.6513,high,1
STU-2026-0428,0.0533,0.46,4.14,3.96,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0429,0.0865,0.0481,3.89,4.29,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0430,0.0841,-0.1087,3.38,3.28,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0431,-0.0652,0.2339,4.57,4.36,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0432,0.0137,0.2563,4.39,4.49,1,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0433,-0.0115,-0.0431,4.01,4.33,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0434,-0.1556,0.1019,4.5,4.22,0,0,0.0,0.0,0,0,0.0829,low,0
STU-2026-0435,-0.1136,-0.7621,3.16,3.21,1,2,0.2803,0.2737,1,0,0.5514,medium,0
STU-2026-0436,-0.0256,0.1531,4.52,4.39,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0437,0.0399,0.1158,4.28,3.95,1,0,0.0,0.0,0,0,0.0824,low,0
STU-2026-0438,-0.4798,-2.8568,1.43,1.93,14,6,0.5152,0.5138,3,0,0.98,high,1
STU-2026-0439,0.0683,0.1858,4.11,3.83,0,0,0.0,0.0,0,0,0.0341,low,0
STU-2026-0440,0.045,0.2502,4.64,4.48,2,0,0.0,0.0,0,0,0.0668,low,0
STU-2026-0441,-0.0681,0.514,3.79,4.22,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0442,-0.046,-0.0517,4.95,4.61,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0443,-0.0864,0.2179,4.38,4.2,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0444,0.0855,0.262,4.53,4.68,0,0,0.0,0.0,0,0,0.0203,low,0
STU-2026-0445,-0.5164,-2.9954,1.49,1.62,7,3,0.513,0.6261,3,1,0.98,high,1
STU-2026-0446,0.1492,0.2118,3.96,3.75,0,0,0.0,0.0,0,0,0.0455,low,0
STU-2026-0447,0.083,0.1733,4.43,4.57,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0448,-0.2135,-1.0042,2.59,2.53,5,2,0.2853,0.3504,0,0,0.6419,medium,0
STU-2026-0449,0.0597,0.1582,3.54,3.52,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0450,-0.4966,-2.6999,1.0,1.0,6,3,0.5415,0.5635,3,0,0.98,high,1
STU-2026-0451,-0.2087,-0.9476,2.93,3.07,6,2,0.2521,0.3003,2,0,0.7048,high,1
STU-2026-0452,-0.2211,-1.2098,3.22,2.9,6,1,0.2991,0.2518,0,0,0.6962,high,1
STU-2026-0453,0.02,-0.3052,4.62,4.15,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0454,0.0035,0.4168,3.52,3.5,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0455,0.0307,0.0965,4.33,4.16,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0456,0.0964,-0.0054,4.84,4.81,0,1,0.0,0.0,0,0,0.0453,low,0
STU-2026-0457,0.0066,0.6066,3.47,3.75,0,2,0.0,0.0,0,0,0.0213,low,0
STU-2026-0458,-0.0448,-0.0614,4.05,4.54,1,0,0.0,0.0,0,0,0.0717,low,0
STU-2026-0459,-0.0487,0.3057,4.55,4.92,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0460,-0.4468,-2.5908,1.36,1.29,8,5,0.4673,0.4902,1,2,0.98,high,1
STU-2026-0461,0.0064,-0.0422,4.19,4.66,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0462,-0.2893,-0.9922,2.96,2.99,3,0,0.254,0.2649,1,0,0.6112,medium,0
STU-2026-0463,0.0269,0.5133,4.93,4.67,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0464,-0.1252,-0.8508,2.93,2.52,3,2,0.2627,0.284,0,1,0.6366,medium,0
STU-2026-0465,-0.0705,0.6563,4.5,4.81,1,0,0.0,0.0,0,0,0.0307,low,0
STU-2026-0466,0.0012,-0.2639,4.16,3.99,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0467,-0.0971,-0.8552,3.02,3.4,3,1,0.236,0.2567,0,0,0.6196,medium,0
STU-2026-0468,-0.2029,-0.9358,2.98,3.1,6,1,0.218,0.274,0,0,0.6094,medium,0
STU-2026-0469,-0.0289,0.6865,5.0,4.62,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0470,-0.1174,-1.3213,2.03,2.32,1,1,0.3063,0.2898,1,0,0.6704,high,1
STU-2026-0471,0.0159,-0.2841,4.62,4.89,1,0,0.0,0.0,0,0,0.0737,low,0
STU-2026-0472,-0.4022,-3.0473,1.0,1.0,10,1,0.4475,0.5881,2,0,0.98,high,1
STU-2026-0473,-0.1365,-0.9806,2.64,2.46,5,1,0.1723,0.2942,0,0,0.6316,medium,0
STU-2026-0474,0.0262,-0.0101,4.53,3.8,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0475,0.0622,0.3357,4.6,4.54,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0476,-0.1817,-1.126,2.62,2.78,3,1,0.2265,0.3199,1,0,0.6207,medium,0
STU-2026-0477,-0.0875,-1.0927,3.68,3.47,5,3,0.2705,0.2362,0,0,0.655,high,1
STU-2026-0478,-0.5081,-2.986,1.51,1.84,8,8,0.4479,0.666,1,0,0.98,high,1
STU-2026-0479,-0.0208,0.3675,3.74,3.82,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0480,-0.0171,0.1574,3.99,3.97,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0481,0.0466,0.2869,4.86,4.86,1,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0482,0.0686,0.1695,4.13,4.01,1,0,0.0,0.0,0,0,0.0601,low,0
STU-2026-0483,-0.5373,-2.8136,1.0,1.0,13,3,0.4391,0.5662,1,1,0.98,high,1
STU-2026-0484,0.0415,0.4947,4.68,4.25,0,0,0.0,0.0,1,0,0.0339,low,0
STU-2026-0485,0.0069,0.1745,4.03,4.32,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0486,-0.1233,-1.8516,2.83,2.65,7,4,0.2252,0.2625,0,1,0.6086,medium,0
STU-2026-0487,0.0813,0.3193,4.4,3.98,0,0,0.0,0.0,0,0,0.0333,low,0
STU-2026-0488,-0.0091,-0.161,4.56,4.39,0,1,0.0,0.0,0,0,0.0431,low,0
STU-2026-0489,0.045,0.39,4.14,3.93,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0490,0.0065,0.2367,4.1,3.94,0,0,0.0,0.0,1,0,0.0209,low,0
STU-2026-0491,0.0024,0.5093,4.5,4.38,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0492,-0.0151,0.078,3.44,3.26,1,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0493,-0.0115,-0.2232,4.0,4.31,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0494,0.0907,0.1607,4.0,3.97,1,0,0.0,0.0,0,1,0.0265,low,0
STU-2026-0495,0.0656,-0.0855,3.52,3.86,1,0,0.0,0.0,0,0,0.0471,low,0
STU-2026-0496,-0.2515,-2.5143,1.0,1.0,10,3,0.4877,0.5686,1,2,0.98,high,1
STU-2026-0497,-0.4807,-3.0631,1.72,1.72,9,6,0.4969,0.5472,3,0,0.98,high,1
STU-2026-0498,-0.1205,-0.7974,2.86,3.24,5,0,0.2766,0.2899,0,1,0.6636,high,1
STU-2026-0499,-0.4447,-2.9602,1.0,1.0,8,1,0.4871,0.5566,3,2,0.98,high,1
STU-2026-0500,-0.4469,-3.1867,1.0,1.0,14,4,0.4652,0.5949,3,0,0.98,high,1
STU-2026-0501,0.0169,0.3471,4.38,3.75,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0502,-0.0038,-0.1083,3.85,3.97,1,0,0.0,0.0,0,0,0.0214,low,0
STU-2026-0503,-0.1229,-0.1699,3.65,3.82,2,0,0.0,0.0,0,1,0.0555,low,0
STU-2026-0504,0.004,0.0704,5.0,4.84,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0505,-0.0365,0.2393,3.85,3.82,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0506,0.0193,0.2267,3.19,3.51,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0507,-0.0083,0.459,4.0,4.28,1,0,0.0,0.0,0,0,0.0202,low,0
